collectid,spp,sizeclass,count
180,rw,<7,0
180,rw,<8,0
180,rw,<9,0
180,rw,<10,1
180,to,<BH,6
180,to,<2.5,5
180,to,<5,2
180,to,<6,0
180,to,<7,0
180,to,<8,2
180,to,<9,0
180,to,<10,1
180,df,<BH,0
180,df,<2.5,8
180,df,<5,4
180,df,<6,7
180,df,<7,6
180,df,<8,3
180,df,<9,2
180,df,<10,3
180,gf,<BH,0
180,gf,<2.5,4
180,gf,<5,2
180,gf,<6,0
180,gf,<7,0
180,gf,<8,1
180,gf,<9,0
180,gf,<10,0
181,to,<BH,0
181,to,<2.5,13
181,to,<5,7
181,to,<6,1
181,to,<7,0
181,to,<8,0
181,to,<9,0
181,to,<10,0
181,df,<BH,1
181,df,<2.5,21
181,df,<5,21
181,df,<6,5
181,df,<7,1
181,df,<8,1
181,df,<9,2
181,df,<10,0
181,gf,<BH,8
181,gf,<2.5,7
181,gf,<5,5
181,gf,<6,0
181,gf,<7,0
181,gf,<8,0
181,gf,<9,1
181,gf,<10,0
181,wm,<BH,0
181,wm,<2.5,0
181,wm,<5,1
181,wm,<6,0
181,wm,<7,0
181,wm,<8,0
181,wm,<9,0
181,wm,<10,1
181,rw,<BH,19
181,rw,<2.5,55
181,rw,<5,21
181,rw,<6,4
181,rw,<7,1
181,rw,<8,0
181,rw,<9,1
181,rw,<10,0
476,to,<BH,11
476,to,<2.5,15
476,to,<5,4
476,to,<6,0
476,to,<7,0
476,to,<8,0
476,to,<9,1
476,to,<10,0
476,hm,<BH,2
476,hm,<2.5,6
476,hm,<5,10
476,hm,<6,0
476,hm,<7,0
476,hm,<8,0
476,hm,<9,4
476,hm,<10,0
476,gf,<BH,15
476,gf,<2.5,8
476,gf,<5,15
476,gf,<6,2
476,gf,<7,0
476,gf,<8,0
476,gf,<9,0
476,gf,<10,0
476,df,<BH,3
476,df,<2.5,0
476,df,<5,3
476,df,<6,0
476,df,<7,2
476,df,<8,2
476,df,<9,0
476,df,<10,0
476,rw,<BH,1
476,rw,<2.5,5
476,rw,<5,1
476,rw,<6,0
476,rw,<7,3
476,rw,<8,0
476,rw,<9,1
476,rw,<10,0
476,wm,<BH,1
476,wm,<2.5,1
476,wm,<5,3
476,wm,<6,0
476,wm,<7,0
476,wm,<8,0
476,wm,<9,0
476,wm,<10,0
477,hm,<BH,7
477,hm,<2.5,9
477,hm,<5,6
477,hm,<6,2
477,hm,<7,1
477,hm,<8,2
477,hm,<9,1
477,hm,<10,2
477,rw,<BH,30
477,rw,<2.5,62
477,rw,<5,11
477,rw,<6,2
477,rw,<7,1
477,rw,<8,0
477,rw,<9,2
477,rw,<10,1
477,to,<BH,15
477,to,<2.5,41
477,to,<5,10
477,to,<6,1
477,to,<7,1
477,to,<8,0
477,to,<9,0
477,to,<10,2
477,gf,<BH,19
477,gf,<2.5,4
477,gf,<5,4
477,gf,<6,0
477,gf,<7,2
477,gf,<8,1
477,gf,<9,1
477,gf,<10,1
477,df,<BH,9
477,df,<2.5,6
477,df,<5,3
477,df,<6,1
477,df,<7,0
477,df,<8,1
477,df,<9,0
477,df,<10,0
477,wm,<BH,2
477,wm,<2.5,2
477,wm,<5,0
477,wm,<6,0
477,wm,<7,1
477,wm,<8,0
477,wm,<9,0
477,wm,<10,0
477,bp,<BH,1
477,bp,<2.5,0
477,bp,<5,0
477,bp,<6,0
477,bp,<7,0
477,bp,<8,0
477,bp,<9,0
477,bp,<10,0
478,gf,<BH,63
478,gf,<2.5,0
478,gf,<5,0
478,gf,<6,0
478,gf,<7,0
478,gf,<8,0
478,gf,<9,0
478,gf,<10,0
478,df,<BH,52
478,df,<2.5,0
478,df,<5,0
478,df,<6,0
478,df,<7,0
478,df,<8,0
478,df,<9,0
478,df,<10,1
478,rw,<BH,38
478,rw,<2.5,45
478,rw,<5,12
478,rw,<6,2
478,rw,<7,1
478,rw,<8,1
478,rw,<9,1
478,rw,<10,0
478,to,<BH,3
478,to,<2.5,1
478,to,<5,0
478,to,<6,0
478,to,<7,0
478,to,<8,0
478,to,<9,0
478,to,<10,0
478,hm,<BH,3
478,hm,<2.5,0
478,hm,<5,0
478,hm,<6,0
478,hm,<7,0
478,hm,<8,0
478,hm,<9,0
478,hm,<10,0
478,wm,<BH,0
478,wm,<2.5,5
478,wm,<5,1
478,wm,<6,0
478,wm,<7,0
478,wm,<8,0
478,wm,<9,0
478,wm,<10,0
479,gf,<BH,37
479,gf,<2.5,0
479,gf,<5,2
479,gf,<6,0
479,gf,<7,1
479,gf,<8,0
479,gf,<9,0
479,gf,<10,0
479,to,<BH,26
479,to,<2.5,54
479,to,<5,4
479,to,<6,1
479,to,<7,0
479,to,<8,0
479,to,<9,1
479,to,<10,0
479,hm,<BH,10
479,hm,<2.5,0
479,hm,<5,0
479,hm,<6,0
479,hm,<7,0
479,hm,<8,0
479,hm,<9,0
479,hm,<10,0
479,rw,<BH,0
479,rw,<2.5,2
479,rw,<5,3
479,rw,<6,2
479,rw,<7,2
479,rw,<8,1
479,rw,<9,1
479,rw,<10,1
480,df,<BH,30
480,df,<2.5,1
480,df,<5,0
480,df,<6,0
480,df,<7,0
480,df,<8,0
480,df,<9,0
480,df,<10,0
480,to,<BH,3
480,to,<2.5,4
480,to,<5,3
480,to,<6,0
480,to,<7,0
480,to,<8,0
480,to,<9,0
480,to,<10,1
480,gf,<BH,25
480,gf,<2.5,0
480,gf,<5,0
480,gf,<6,0
480,gf,<7,0
480,gf,<8,0
480,gf,<9,0
480,gf,<10,0
480,rw,<BH,5
480,rw,<2.5,21
480,rw,<5,5
480,rw,<6,1
480,rw,<7,0
480,rw,<8,0
480,rw,<9,1
480,rw,<10,0
480,hm,<BH,2
480,hm,<2.5,3
480,hm,<5,4
480,hm,<6,1
480,hm,<7,2
480,hm,<8,3
480,hm,<9,0
480,hm,<10,3
480,wm,<BH,0
480,wm,<2.5,0
480,wm,<5,1
480,wm,<6,0
480,wm,<7,0
480,wm,<8,0
480,wm,<9,0
480,wm,<10,0
182,to,<BH,37
182,to,<2.5,35
182,to,<5,27
182,to,<6,6
182,to,<7,6
182,to,<8,3
182,to,<9,3
182,to,<10,4
182,rw,<BH,0
182,rw,<2.5,1
182,rw,<5,1
182,rw,<6,0
182,rw,<7,0
182,rw,<8,0
182,rw,<9,0
182,rw,<10,0
182,gf,<BH,6
182,gf,<2.5,9
182,gf,<5,3
182,gf,<6,0
182,gf,<7,0
182,gf,<8,0
182,gf,<9,0
182,gf,<10,0
183,to,<BH,79
183,to,<2.5,18
183,to,<5,11
183,to,<6,7
183,to,<7,7
183,to,<8,3
183,to,<9,0
183,to,<10,2
183,gf,<BH,0
183,gf,<2.5,4
183,gf,<5,8
183,gf,<6,1
183,gf,<7,3
183,gf,<8,1
183,gf,<9,0
183,gf,<10,1
183,rw,<BH,0
183,rw,<2.5,8
183,rw,<5,0
183,rw,<6,2
183,rw,<7,1
183,rw,<8,0
183,rw,<9,0
183,rw,<10,0
183,df,<BH,1
183,df,<2.5,0
183,df,<5,0
183,df,<6,0
183,df,<7,0
183,df,<8,0
183,df,<9,0
183,df,<10,1
184,to,<BH,12
184,to,<2.5,11
184,to,<5,6
184,to,<6,0
184,to,<7,1
184,to,<8,1
184,to,<9,1
184,to,<10,0
184,df,<BH,1
184,df,<2.5,0
184,df,<5,0
184,df,<6,0
184,df,<7,0
184,df,<8,0
184,df,<9,0
184,df,<10,0
184,rw,<BH,1
184,rw,<2.5,1
184,rw,<5,2
184,rw,<6,1
184,rw,<7,2
184,rw,<8,1
184,rw,<9,0
184,rw,<10,3
184,gf,<BH,7
184,gf,<2.5,8
184,gf,<5,4
184,gf,<6,1
184,gf,<7,1
184,gf,<8,1
184,gf,<9,0
184,gf,<10,0
185,to,<BH,17
185,to,<2.5,9
185,to,<5,7
185,to,<6,2
185,to,<7,1
185,to,<8,3
185,to,<9,0
185,to,<10,1
185,rw,<BH,6
185,rw,<2.5,5
185,rw,<5,0
185,rw,<6,1
185,rw,<7,1
185,rw,<8,0
185,rw,<9,0
185,rw,<10,0
185,gf,<BH,4
185,gf,<2.5,5
185,gf,<5,0
185,gf,<6,0
185,gf,<7,0
185,gf,<8,1
185,gf,<9,2
185,gf,<10,0
185,df,<BH,30
185,df,<2.5,1
185,df,<5,0
185,df,<6,0
185,df,<7,0
185,df,<8,0
185,df,<9,0
185,df,<10,0
186,to,<BH,54
186,to,<2.5,11
186,to,<5,10
186,to,<6,5
186,to,<7,1
186,to,<8,2
186,to,<9,3
186,to,<10,3
186,df,<BH,2
186,df,<2.5,0
186,df,<5,0
186,df,<6,0
186,df,<7,0
186,df,<8,0
186,df,<9,1
186,df,<10,0
186,gf,<BH,0
186,gf,<2.5,1
186,gf,<5,8
186,gf,<6,3
186,gf,<7,4
186,gf,<8,5
186,gf,<9,2
186,gf,<10,0
187,rw,<BH,2
187,rw,<2.5,0
187,rw,<5,4
187,rw,<6,1
187,rw,<7,1
187,rw,<8,1
187,rw,<9,0
187,rw,<10,0
187,df,<BH,0
187,df,<2.5,2
187,df,<5,1
187,df,<6,0
187,df,<7,0
187,df,<8,1
187,df,<9,0
187,df,<10,2
187,gf,<BH,3
187,gf,<2.5,3
187,gf,<5,0
187,gf,<6,0
187,gf,<7,0
187,gf,<8,1
187,gf,<9,0
187,gf,<10,0
187,to,<BH,5
187,to,<2.5,2
187,to,<5,1
187,to,<6,2
187,to,<7,2
187,to,<8,1
187,to,<9,2
187,to,<10,1
188,rw,<BH,2
188,rw,<2.5,4
188,rw,<5,7
188,rw,<6,1
188,rw,<7,8
188,rw,<8,1
188,rw,<9,0
188,rw,<10,4
188,gf,<BH,0
188,gf,<2.5,0
188,gf,<5,0
188,gf,<6,0
188,gf,<7,2
188,gf,<8,0
188,gf,<9,0
188,gf,<10,0
188,to,<BH,12
188,to,<2.5,2
188,to,<5,2
188,to,<6,2
188,to,<7,0
188,to,<8,1
188,to,<9,0
188,to,<10,2
189,rw,<BH,2
189,rw,<2.5,8
189,rw,<5,6
189,rw,<6,2
189,rw,<7,1
189,rw,<8,0
189,rw,<9,0
189,rw,<10,1
189,gf,<BH,0
189,gf,<2.5,0
189,gf,<5,0
189,gf,<6,0
189,gf,<7,1
189,gf,<8,0
189,gf,<9,1
189,gf,<10,1
189,to,<BH,26
189,to,<2.5,7
189,to,<5,7
189,to,<6,1
189,to,<7,1
189,to,<8,2
189,to,<9,0
189,to,<10,2
190,rw,<BH,5
190,rw,<2.5,8
190,rw,<5,4
190,rw,<6,1
190,rw,<7,5
190,rw,<8,0
190,rw,<9,1
190,rw,<10,0
190,df,<BH,9
190,df,<2.5,4
190,df,<5,3
190,df,<6,0
190,df,<7,1
190,df,<8,0
190,df,<9,0
190,df,<10,0
190,gf,<BH,0
190,gf,<2.5,0
190,gf,<5,1
190,gf,<6,1
190,gf,<7,0
190,gf,<8,0
190,gf,<9,0
190,gf,<10,0
190,to,<BH,3
190,to,<2.5,6
190,to,<5,0
190,to,<6,2
190,to,<7,0
190,to,<8,0
190,to,<9,0
190,to,<10,0
191,rw,<BH,0
191,rw,<2.5,0
191,rw,<5,1
191,rw,<6,0
191,rw,<7,0
191,rw,<8,0
191,rw,<9,0
191,rw,<10,1
191,df,<BH,0
191,df,<2.5,0
191,df,<5,2
191,df,<6,0
191,df,<7,1
191,df,<8,1
191,df,<9,0
191,df,<10,3
191,to,<BH,0
191,to,<2.5,2
191,to,<5,2
191,to,<6,3
191,to,<7,3
191,to,<8,2
191,to,<9,1
191,to,<10,0
192,rw,<BH,5
192,rw,<2.5,5
192,rw,<5,2
192,rw,<6,0
192,rw,<7,0
192,rw,<8,0
192,rw,<9,0
192,rw,<10,0
192,df,<BH,1
192,df,<2.5,0
192,df,<5,0
192,df,<6,0
192,df,<7,0
192,df,<8,0
192,df,<9,0
192,df,<10,0
192,gf,<BH,3
192,gf,<2.5,2
192,gf,<5,0
192,gf,<6,0
192,gf,<7,0
192,gf,<8,0
192,gf,<9,0
192,gf,<10,0
192,to,<BH,17
192,to,<2.5,6
192,to,<5,1
192,to,<6,2
192,to,<7,0
192,to,<8,1
192,to,<9,0
192,to,<10,1
193,rw,<BH,8
193,rw,<2.5,12
193,rw,<5,5
193,rw,<6,1
193,rw,<7,1
193,rw,<8,0
193,rw,<9,0
193,rw,<10,0
193,df,<BH,0
193,df,<2.5,0
193,df,<5,0
193,df,<6,0
193,df,<7,1
193,df,<8,0
193,df,<9,0
193,df,<10,0
193,gf,<BH,0
193,gf,<2.5,1
193,gf,<5,2
193,gf,<6,1
193,gf,<7,1
193,gf,<8,4
193,gf,<9,3
193,gf,<10,2
193,to,<BH,1
193,to,<2.5,7
193,to,<5,8
193,to,<6,2
193,to,<7,4
193,to,<8,2
193,to,<9,2
193,to,<10,2
194,to,<BH,17
194,to,<2.5,10
194,to,<5,10
194,to,<6,0
194,to,<7,4
194,to,<8,0
194,to,<9,0
194,to,<10,1
194,rw,<BH,0
194,rw,<2.5,6
194,rw,<5,2
194,rw,<6,0
194,rw,<7,1
194,rw,<8,0
194,rw,<9,0
194,rw,<10,1
194,df,<BH,3
194,df,<2.5,6
194,df,<5,8
194,df,<6,1
194,df,<7,1
194,df,<8,2
194,df,<9,0
194,df,<10,0
195,to,<BH,6
195,to,<2.5,10
195,to,<5,1
195,to,<6,0
195,to,<7,0
195,to,<8,0
195,to,<9,0
195,to,<10,1
195,gf,<BH,2
195,gf,<2.5,2
195,gf,<5,12
195,gf,<6,0
195,gf,<7,0
195,gf,<8,3
195,gf,<9,0
195,gf,<10,1
195,df,<BH,4
195,df,<2.5,2
195,df,<5,10
195,df,<6,0
195,df,<7,1
195,df,<8,1
195,df,<9,1
195,df,<10,0
195,rw,<BH,0
195,rw,<2.5,2
195,rw,<5,1
195,rw,<6,0
195,rw,<7,0
195,rw,<8,0
195,rw,<9,0
195,rw,<10,1
196,to,<BH,21
196,to,<2.5,3
196,to,<5,3
196,to,<6,4
196,to,<7,2
196,to,<8,1
196,to,<9,3
196,to,<10,1
196,df,<BH,30
196,df,<2.5,3
196,df,<5,3
196,df,<6,2
196,df,<7,2
196,df,<8,0
196,df,<9,0
196,df,<10,1
196,gf,<BH,2
196,gf,<2.5,2
196,gf,<5,2
196,gf,<6,4
196,gf,<7,1
196,gf,<8,0
196,gf,<9,1
196,gf,<10,1
196,rw,<BH,3
196,rw,<2.5,5
196,rw,<5,5
196,rw,<6,0
196,rw,<7,0
196,rw,<8,1
196,rw,<9,1
196,rw,<10,1
197,to,<BH,40
197,to,<2.5,70
197,to,<5,30
197,to,<6,12
197,to,<7,3
197,to,<8,3
197,to,<9,2
197,to,<10,2
197,df,<BH,41
197,df,<2.5,5
197,df,<5,4
197,df,<6,1
197,df,<7,1
197,df,<8,2
197,df,<9,0
197,df,<10,0
197,gf,<BH,4
197,gf,<2.5,0
197,gf,<5,2
197,gf,<6,4
197,gf,<7,1
197,gf,<8,3
197,gf,<9,0
197,gf,<10,1
197,rw,<BH,3
197,rw,<2.5,4
197,rw,<5,0
197,rw,<6,0
197,rw,<7,0
197,rw,<8,1
197,rw,<9,2
197,rw,<10,0
198,to,<BH,49
198,to,<2.5,30
198,to,<5,9
198,to,<6,3
198,to,<7,1
198,to,<8,3
198,to,<9,3
198,to,<10,0
198,df,<BH,3
198,df,<2.5,1
198,df,<5,0
198,df,<6,0
198,df,<7,0
198,df,<8,1
198,df,<9,1
198,df,<10,0
198,gf,<BH,5
198,gf,<2.5,11
198,gf,<5,0
198,gf,<6,0
198,gf,<7,0
198,gf,<8,0
198,gf,<9,0
198,gf,<10,0
198,rw,<BH,24
198,rw,<2.5,12
198,rw,<5,2
198,rw,<6,3
198,rw,<7,0
198,rw,<8,1
198,rw,<9,1
198,rw,<10,1
199,to,<BH,68
199,to,<2.5,38
199,to,<5,4
199,to,<6,3
199,to,<7,2
199,to,<8,2
199,to,<9,3
199,to,<10,2
199,df,<BH,9
199,df,<2.5,0
199,df,<5,0
199,df,<6,0
199,df,<7,0
199,df,<8,0
199,df,<9,0
199,df,<10,0
199,gf,<BH,1
199,gf,<2.5,0
199,gf,<5,1
199,gf,<6,1
199,gf,<7,0
199,gf,<8,0
199,gf,<9,0
199,gf,<10,0
199,rw,<BH,2
199,rw,<2.5,9
199,rw,<5,4
199,rw,<6,3
199,rw,<7,1
199,rw,<8,2
199,rw,<9,0
199,rw,<10,0
200,rw,<BH,27
200,rw,<2.5,3
200,rw,<5,4
200,rw,<6,0
200,rw,<7,0
200,rw,<8,0
200,rw,<9,0
200,rw,<10,1
200,df,<BH,0
200,df,<2.5,0
200,df,<5,2
200,df,<6,0
200,df,<7,0
200,df,<8,0
200,df,<9,0
200,df,<10,0
200,gf,<BH,1
200,gf,<2.5,0
200,gf,<5,1
200,gf,<6,0
200,gf,<7,0
200,gf,<8,0
200,gf,<9,0
200,gf,<10,0
200,to,<BH,15
200,to,<2.5,4
200,to,<5,14
200,to,<6,6
200,to,<7,1
200,to,<8,3
200,to,<9,1
200,to,<10,2
201,rw,<BH,10
201,rw,<2.5,2
201,rw,<5,9
201,rw,<6,2
201,rw,<7,2
201,rw,<8,2
201,rw,<9,1
201,rw,<10,2
201,df,<BH,6
201,df,<2.5,0
201,df,<5,0
201,df,<6,0
201,df,<7,0
201,df,<8,0
201,df,<9,0
201,df,<10,0
201,gf,<BH,0
201,gf,<2.5,4
201,gf,<5,5
201,gf,<6,3
201,gf,<7,1
201,gf,<8,0
201,gf,<9,0
201,gf,<10,0
201,to,<BH,8
201,to,<2.5,5
201,to,<5,4
201,to,<6,2
201,to,<7,2
201,to,<8,0
201,to,<9,0
201,to,<10,1
202,to,<BH,9
202,to,<2.5,0
202,to,<5,1
202,to,<6,0
202,to,<7,0
202,to,<8,0
202,to,<9,0
202,to,<10,0
202,rw,<BH,13
202,rw,<2.5,3
202,rw,<5,0
202,rw,<6,0
202,rw,<7,1
202,rw,<8,0
202,rw,<9,0
202,rw,<10,0
202,gf,<BH,0
202,gf,<2.5,0
202,gf,<5,0
202,gf,<6,0
202,gf,<7,2
202,gf,<8,0
202,gf,<9,1
202,gf,<10,2
202,df,<BH,6
202,df,<2.5,0
202,df,<5,0
202,df,<6,0
202,df,<7,0
202,df,<8,0
202,df,<9,0
202,df,<10,0
203,rw,<BH,2
203,rw,<2.5,2
203,rw,<5,0
203,rw,<6,0
203,rw,<7,0
203,rw,<8,0
203,rw,<9,0
203,rw,<10,0
203,df,<BH,56
203,df,<2.5,0
203,df,<5,0
203,df,<6,0
203,df,<7,0
203,df,<8,0
203,df,<9,0
203,df,<10,0
203,gf,<BH,0
203,gf,<2.5,0
203,gf,<5,2
203,gf,<6,0
203,gf,<7,0
203,gf,<8,1
203,gf,<9,1
203,gf,<10,0
203,to,<BH,0
203,to,<2.5,0
203,to,<5,0
203,to,<6,0
203,to,<7,0
203,to,<8,0
203,to,<9,0
203,to,<10,1
204,to,<BH,21
204,to,<2.5,3
204,to,<5,3
204,to,<6,1
204,to,<7,2
204,to,<8,0
204,to,<9,0
204,to,<10,0
204,rw,<BH,0
204,rw,<2.5,1
204,rw,<5,1
204,rw,<6,1
204,rw,<7,0
204,rw,<8,0
204,rw,<9,0
204,rw,<10,0
204,gf,<BH,0
204,gf,<2.5,0
204,gf,<5,3
204,gf,<6,3
204,gf,<7,0
204,gf,<8,1
204,gf,<9,1
204,gf,<10,1
205,rw,<BH,1
205,rw,<2.5,0
205,rw,<5,0
205,rw,<6,0
205,rw,<7,0
205,rw,<8,1
205,rw,<9,0
205,rw,<10,0
205,to,<BH,2
205,to,<2.5,0
205,to,<5,0
205,to,<6,0
205,to,<7,0
205,to,<8,0
205,to,<9,0
205,to,<10,0
205,df,<BH,0
205,df,<2.5,2
205,df,<5,3
205,df,<6,0
205,df,<7,1
205,df,<8,0
205,df,<9,0
205,df,<10,3
205,gf,<BH,0
205,gf,<2.5,0
205,gf,<5,4
205,gf,<6,2
205,gf,<7,0
205,gf,<8,1
205,gf,<9,0
205,gf,<10,1
206,rw,<BH,11
206,rw,<2.5,0
206,rw,<5,1
206,rw,<6,0
206,rw,<7,0
206,rw,<8,0
206,rw,<9,1
206,rw,<10,1
206,to,<BH,2
206,to,<2.5,0
206,to,<5,0
206,to,<6,0
206,to,<7,0
206,to,<8,0
206,to,<9,0
206,to,<10,0
206,gf,<BH,0
206,gf,<2.5,0
206,gf,<5,1
206,gf,<6,0
206,gf,<7,0
206,gf,<8,0
206,gf,<9,1
206,gf,<10,2
207,rw,<BH,0
207,rw,<2.5,2
207,rw,<5,0
207,rw,<6,0
207,rw,<7,0
207,rw,<8,1
207,rw,<9,0
207,rw,<10,1
207,df,<BH,7
207,df,<2.5,0
207,df,<5,0
207,df,<6,0
207,df,<7,0
207,df,<8,0
207,df,<9,0
207,df,<10,0
207,gf,<BH,0
207,gf,<2.5,0
207,gf,<5,2
207,gf,<6,3
207,gf,<7,3
207,gf,<8,0
207,gf,<9,4
207,gf,<10,1
207,to,<BH,8
207,to,<2.5,2
207,to,<5,1
207,to,<6,0
207,to,<7,0
207,to,<8,0
207,to,<9,0
207,to,<10,0
208,gf,<BH,0
208,gf,<2.5,4
208,gf,<5,7
208,gf,<6,4
208,gf,<7,0
208,gf,<8,0
208,gf,<9,0
208,gf,<10,1
208,to,<BH,11
208,to,<2.5,2
208,to,<5,7
208,to,<6,2
208,to,<7,3
208,to,<8,4
208,to,<9,2
208,to,<10,4
209,rw,<BH,1
209,rw,<2.5,0
209,rw,<5,2
209,rw,<6,0
209,rw,<7,1
209,rw,<8,1
209,rw,<9,0
209,rw,<10,1
209,df,<BH,0
209,df,<2.5,0
209,df,<5,0
209,df,<6,0
209,df,<7,1
209,df,<8,0
209,df,<9,0
209,df,<10,1
209,gf,<BH,0
209,gf,<2.5,3
209,gf,<5,1
209,gf,<6,0
209,gf,<7,0
209,gf,<8,1
209,gf,<9,1
209,gf,<10,0
209,to,<BH,20
209,to,<2.5,7
209,to,<5,7
209,to,<6,2
209,to,<7,2
209,to,<8,0
209,to,<9,2
209,to,<10,0
210,rw,<BH,0
210,rw,<2.5,11
210,rw,<5,2
210,rw,<6,0
210,rw,<7,0
210,rw,<8,0
210,rw,<9,0
210,rw,<10,0
210,df,<BH,0
210,df,<2.5,0
210,df,<5,1
210,df,<6,1
210,df,<7,2
210,df,<8,0
210,df,<9,0
210,df,<10,1
210,gf,<BH,0
210,gf,<2.5,6
210,gf,<5,3
210,gf,<6,1
210,gf,<7,0
210,gf,<8,1
210,gf,<9,0
210,gf,<10,0
210,to,<BH,18
210,to,<2.5,22
210,to,<5,10
210,to,<6,5
210,to,<7,1
210,to,<8,1
210,to,<9,0
210,to,<10,2
211,rw,<BH,0
211,rw,<2.5,3
211,rw,<5,3
211,rw,<6,0
211,rw,<7,1
211,rw,<8,1
211,rw,<9,0
211,rw,<10,1
211,df,<BH,1
211,df,<2.5,0
211,df,<5,1
211,df,<6,0
211,df,<7,1
211,df,<8,0
211,df,<9,0
211,df,<10,0
211,to,<BH,36
211,to,<2.5,3
211,to,<5,2
211,to,<6,2
211,to,<7,0
211,to,<8,0
211,to,<9,0
211,to,<10,0
