stageid,site,treatment,burn,plotnum,transectnum,azimuth,slope,metermark,depth,pctlitter,fbd,livewoody,deadwoody,woodyheight,liveherb,deadherb,herbheight,notes
1,camp8,ls,b,8,3,240,13,5,8.0,50.0,12.0,30.0,1.0,1.3,1.0,0.5,0.1,
1,camp8,ls,b,8,3,240,13,10,13.0,80.0,19.0,20.0,0.5,1.6,0.0,0.0,,
1,camp8,m,nb,1,1,0,4,5,1.0,50.0,10.0,3.0,3.0,1.3,0.5,0.0,0.1,
1,camp8,m,nb,1,1,0,4,10,4.0,70.0,10.0,0.5,20.0,2.0,0.5,0.0,0.1,
1,camp8,m,nb,1,2,120,5,5,2.0,90.0,110.0,30.0,10.0,2.0,0.5,0.0,0.1,
1,camp8,m,nb,1,2,120,5,10,1.0,100.0,40.0,10.0,0.0,0.8,0.5,0.0,0.2,
1,camp8,m,nb,1,3,235,7,5,5.0,20.0,10.0,30.0,10.0,2.0,0.0,0.0,,
1,camp8,m,nb,1,3,235,7,10,1.0,100.0,5.0,30.0,3.0,1.7,0.5,0.0,0.1,
1,camp8,m,nb,10,1,0,38,5,7.0,20.0,,10.0,3.0,0.9,3.0,0.0,0.1,
1,camp8,m,nb,10,1,0,38,10,21.0,10.0,,20.0,3.0,1.0,0.0,0.0,,
1,camp8,m,nb,10,2,120,8,5,7.0,20.0,,3.0,0.0,0.3,10.0,3.0,0.6,in skid
1,camp8,m,nb,10,2,120,8,10,1.0,100.0,,0.5,0.0,0.5,10.0,0.5,0.2,in skid
1,camp8,m,nb,10,3,240,25,5,1.0,90.0,,3.0,0.5,1.2,10.0,3.0,0.6,
1,camp8,m,nb,10,3,240,25,10,12.0,30.0,,40.0,3.0,2.0,0.5,0.0,0.1,
1,camp8,m,nb,3,1,0,9,5,8.0,30.0,30.0,10.0,0.5,1.7,0.5,0.0,0.1,large redwood trunk at 10 m
1,camp8,m,nb,3,1,0,9,10,2.0,90.0,5.0,40.0,10.0,2.0,0.0,0.0,,large redwood trunk at 10 m
1,camp8,m,nb,3,2,120,12,5,5.0,70.0,50.0,20.0,3.0,1.6,0.0,0.0,,
1,camp8,m,nb,3,2,120,12,10,7.0,40.0,30.0,3.0,0.5,1.2,0.5,0.0,0.2,
1,camp8,m,nb,3,3,240,9,5,5.0,60.0,20.0,30.0,3.0,2.0,0.5,0.0,0.2,"crosses skid, still a lot of fuel"
1,camp8,m,nb,3,3,240,9,10,2.0,50.0,30.0,20.0,3.0,1.6,0.5,0.0,0.1,"crosses skid, still a lot of fuel"
1,camp8,m,nb,4,1,0,10,5,10.0,10.0,50.0,10.0,3.0,1.7,0.5,0.0,0.2,started recording FBD
1,camp8,m,nb,4,1,0,10,10,9.0,20.0,110.0,20.0,0.0,1.0,3.0,0.5,0.6,started recording FBD
1,camp8,m,nb,4,2,120,33,5,6.0,20.0,90.0,3.0,0.5,1.0,3.0,0.5,0.5,
1,camp8,m,nb,4,2,120,33,10,3.0,40.0,20.0,3.0,0.5,0.6,3.0,0.0,0.1,
1,camp8,m,nb,4,3,240,31,5,9.0,30.0,20.0,20.0,0.5,1.3,0.0,0.0,,
1,camp8,m,nb,4,3,240,31,10,9.0,20.0,50.0,10.0,0.0,1.9,0.0,0.0,,
1,camp8,m,nb,6,1,335,21,5,5.0,40.0,,3.0,0.5,0.7,0.0,0.0,,offset: tall stump
1,camp8,m,nb,6,1,335,21,10,8.0,10.0,,0.0,0.0,,3.0,0.5,0.2,offset: tall stump
1,camp8,m,nb,6,2,120,28,5,3.0,100.0,,3.0,10.0,2.0,0.0,0.0,,
1,camp8,m,nb,6,2,120,28,10,3.0,80.0,,3.0,10.0,2.0,0.5,0.5,0.2,
1,camp8,m,nb,6,3,240,4,5,3.0,90.0,,3.0,0.0,0.6,3.0,0.5,0.3,
1,camp8,m,nb,6,3,240,4,10,9.0,80.0,,3.0,0.5,0.5,0.5,0.0,0.1,
1,camp8,m,b,11,1,0,33,5,10.0,30.0,5.0,3.0,0.0,0.4,10.0,3.0,0.5,crosses skid
1,camp8,m,b,11,1,0,33,10,8.0,80.0,5.0,10.0,3.0,1.3,3.0,0.5,0.5,crosses skid
1,camp8,m,b,11,2,120,21,5,8.0,20.0,20.0,3.0,0.0,0.7,10.0,3.0,0.5,
1,camp8,m,b,11,2,120,21,10,7.0,50.0,20.0,0.5,0.0,0.1,3.0,0.5,0.2,
1,camp8,m,b,11,3,240,0,5,6.0,10.0,30.0,3.0,0.0,0.4,10.0,3.0,0.5,end in denser area
1,camp8,m,b,11,3,240,0,10,1.0,90.0,40.0,3.0,0.0,0.3,10.0,3.0,0.5,end in denser area
1,camp8,m,b,13,1,0,27,5,10.0,20.0,40.0,10.0,3.0,1.1,3.0,0.5,0.4,plot edge of flag boundary
1,camp8,m,b,13,1,0,27,10,8.0,40.0,10.0,3.0,3.0,1.3,3.0,0.5,0.4,plot edge of flag boundary
1,camp8,m,b,13,2,120,32,5,3.0,30.0,5.0,20.0,0.0,0.5,10.0,0.5,0.5,plot edge of flag boundary
1,camp8,m,b,13,2,120,32,10,2.0,40.0,5.0,0.5,0.0,0.1,0.5,0.0,0.1,plot edge of flag boundary
1,camp8,m,b,13,3,240,4,5,3.0,50.0,10.0,20.0,0.0,1.0,0.5,0.0,0.2,plot edge of flag boundary
1,camp8,m,b,13,3,240,4,10,11.0,20.0,20.0,30.0,0.5,1.4,0.0,0.0,,plot edge of flag boundary
1,camp8,m,b,17,1,0,43,5,9.0,20.0,5.0,10.0,0.5,1.2,3.0,0.5,0.4,
1,camp8,m,b,17,1,0,43,10,8.0,40.0,5.0,3.0,0.0,0.2,3.0,0.5,0.2,
1,camp8,m,b,17,2,120,8,5,1.0,100.0,5.0,0.5,0.0,0.2,10.0,3.0,0.4,crosses skid
1,camp8,m,b,17,2,120,8,10,2.0,90.0,5.0,0.5,0.5,0.7,3.0,0.0,0.2,crosses skid
1,camp8,m,b,17,3,240,5,5,11.0,30.0,100.0,10.0,10.0,2.0,3.0,0.5,0.4,
1,camp8,m,b,17,3,240,5,10,1.0,90.0,10.0,3.0,0.0,0.7,3.0,0.5,0.4,
1,camp8,m,b,5,1,0,16,10,2.0,100.0,10.0,0.0,0.0,,10.0,3.0,0.4,"in skid, flat areas heavily skidded"
1,camp8,m,b,5,1,0,16,5,1.0,100.0,30.0,10.0,0.0,1.0,3.0,0.5,0.5,"in skid, flat areas heavily skidded"
1,camp8,m,b,5,2,120,27,10,4.0,70.0,20.0,20.0,0.0,1.5,3.0,0.5,0.6,"redwood sprouts at 5 m, crosses skid, flat areas heavily skidded"
1,camp8,m,b,5,2,120,27,5,4.0,80.0,20.0,40.0,0.5,2.0,0.0,0.0,,"redwood sprouts at 5 m, crosses skid, flat areas heavily skidded"
1,camp8,m,b,5,3,240,3,10,3.0,70.0,0.4,0.5,0.0,0.2,3.0,0.5,0.4,flat areas heavily skidded
1,camp8,m,b,5,3,240,3,5,2.0,80.0,0.2,20.0,3.0,1.3,3.0,0.5,0.3,flat areas heavily skidded
1,camp8,m,b,6,1,0,8,5,6.0,50.0,5.0,10.0,0.5,1.9,40.0,10.0,0.6,sword fern at 10 m
1,camp8,m,b,6,1,0,8,10,1.0,100.0,30.0,10.0,10.0,1.9,20.0,3.0,0.5,sword fern at 10 m
1,camp8,m,b,6,2,120,17,5,9.0,40.0,20.0,0.5,10.0,2.0,0.0,0.0,,redwood litter at 10 m
1,camp8,m,b,6,2,120,17,10,2.0,90.0,10.0,20.0,0.0,1.4,3.0,0.0,0.2,redwood litter at 10 m
1,camp8,m,b,6,3,240,28,5,8.0,80.0,5.0,3.0,3.0,0.9,0.5,0.0,0.1,
1,camp8,m,b,6,3,240,28,10,4.0,20.0,20.0,3.0,0.5,0.5,0.5,3.0,0.3,
1,camp8,ls,nb,12,1,0,4,5,24.0,50.0,,30.0,3.0,2.0,0.0,0.0,,across skid with lots of debris
1,camp8,ls,nb,12,1,0,4,10,3.0,40.0,,3.0,0.0,0.3,0.5,0.0,0.1,across skid with lots of debris
1,camp8,ls,nb,12,2,120,16,5,12.0,30.0,,3.0,0.5,1.2,0.5,0.0,0.1,
1,camp8,ls,nb,12,2,120,16,10,5.0,70.0,,30.0,3.0,1.4,0.5,0.0,0.2,
1,camp8,ls,nb,12,3,240,24,5,2.0,90.0,,10.0,0.0,0.5,3.0,0.0,0.1,
1,camp8,ls,nb,12,3,240,24,10,2.0,90.0,,10.0,3.0,1.6,10.0,0.5,0.1,
1,camp8,ls,nb,2,1,0,32,5,12.0,70.0,,10.0,3.0,1.7,0.5,0.0,0.1,
1,camp8,ls,nb,2,1,0,32,10,3.0,80.0,,10.0,0.5,1.1,3.0,0.0,0.3,
1,camp8,ls,nb,2,2,120,35,5,8.0,90.0,,30.0,3.0,2.0,3.0,0.0,0.2,
1,camp8,ls,nb,2,2,120,35,10,7.0,30.0,,3.0,0.5,1.1,3.0,0.0,0.1,
1,camp8,ls,nb,2,3,240,16,5,1.0,70.0,,3.0,0.5,1.7,10.0,3.0,0.6,
1,camp8,ls,nb,2,3,240,16,10,2.0,90.0,,0.0,0.5,1.8,3.0,0.5,0.5,
1,camp8,ls,nb,4,1,0,0,5,4.0,70.0,,10.0,0.5,1.9,20.0,0.5,0.6,
1,camp8,ls,nb,4,1,0,0,10,8.0,50.0,,10.0,0.5,1.3,0.5,0.0,0.1,
1,camp8,ls,nb,4,2,120,42,5,2.0,100.0,,20.0,0.0,0.5,3.0,0.0,0.3,
1,camp8,ls,nb,4,2,120,42,10,3.0,80.0,,10.0,0.0,0.9,0.5,0.0,0.1,
1,camp8,ls,nb,4,3,240,29,5,1.0,80.0,,0.5,0.0,0.2,10.0,0.5,0.4,
1,camp8,ls,nb,4,3,240,29,10,13.0,20.0,,20.0,0.5,1.0,3.0,0.5,0.7,
1,camp8,ls,nb,6,1,0,30,5,2.0,90.0,,10.0,0.5,1.2,3.0,0.0,1.4,
1,camp8,ls,nb,6,1,0,30,10,4.0,80.0,,3.0,0.0,0.4,3.0,0.5,0.5,
1,camp8,ls,nb,6,2,120,10,5,1.0,100.0,,0.5,0.0,0.7,10.0,3.0,0.9,"along skid edge, in skid at 10 m"
1,camp8,ls,nb,6,2,120,10,10,1.0,90.0,,0.5,0.5,1.2,0.5,0.0,0.2,"along skid edge, in skid at 10 m"
1,camp8,ls,nb,6,3,240,7,5,1.0,100.0,,0.5,0.0,0.2,20.0,0.5,0.2,all in skid
1,camp8,ls,nb,6,3,240,7,10,2.0,90.0,,0.5,0.0,0.1,20.0,3.0,0.4,all in skid
1,camp8,ls,nb,7,1,0,48,5,9.0,70.0,,30.0,0.5,1.7,0.0,0.0,,
1,camp8,ls,nb,7,1,0,48,10,1.0,100.0,,3.0,0.0,0.9,3.0,0.0,0.4,
1,camp8,ls,nb,7,2,120,28,5,9.0,50.0,,0.5,0.5,0.5,0.5,0.0,0.1,
1,camp8,ls,nb,7,2,120,28,10,6.0,20.0,,0.5,3.0,1.9,0.5,0.0,0.1,
1,camp8,ls,nb,7,3,240,29,5,11.0,10.0,,3.0,0.0,0.3,0.5,0.0,0.2,near skid edge
1,camp8,ls,nb,7,3,240,29,10,1.0,70.0,,0.5,0.0,0.1,3.0,0.5,0.1,near skid edge
1,camp8,np,b,10,1,0,13,5,9.0,40.0,17.0,0.5,0.0,0.1,1.0,0.0,0.1,
1,camp8,np,b,10,1,0,13,10,7.0,100.0,10.0,0.5,0.0,0.1,0.5,0.0,0.2,
1,camp8,np,b,10,2,120,20,5,4.0,20.0,2.0,0.0,0.0,,0.5,0.5,0.2,
1,camp8,np,b,10,2,120,20,10,8.0,60.0,12.0,0.5,0.0,0.5,3.0,0.5,0.2,
1,camp8,np,b,10,3,240,19,5,7.0,55.0,9.0,10.0,0.5,0.3,0.5,0.5,0.1,
1,camp8,np,b,10,3,240,19,10,10.0,70.0,11.0,3.0,0.5,0.2,0.0,0.0,,
1,camp8,np,b,2,1,0,19,5,12.0,80.0,27.0,3.0,25.0,0.1,0.5,0.5,0.2,
1,camp8,np,b,2,1,0,19,10,19.0,75.0,23.0,0.5,0.5,0.2,0.5,0.0,0.1,
1,camp8,np,b,2,2,120,13,5,2.0,100.0,40.0,30.0,0.5,0.6,10.0,0.0,0.1,
1,camp8,np,b,2,2,120,13,10,6.0,50.0,45.0,0.5,0.5,2.0,3.0,3.0,0.4,
1,camp8,np,b,2,3,240,11,5,11.0,60.0,20.0,0.5,0.0,0.2,0.5,0.0,0.1,
1,camp8,np,b,2,3,240,11,10,3.0,20.0,10.0,0.5,0.0,0.5,10.0,0.5,0.5,
1,camp8,np,b,4,1,0,18,5,1.0,100.0,5.0,0.5,0.0,0.2,30.0,1.0,0.1,
1,camp8,np,b,4,1,0,18,10,2.0,100.0,3.0,0.5,0.0,0.2,10.0,0.5,0.1,
1,camp8,np,b,4,2,120,9,5,3.0,10.0,4.0,3.0,0.5,0.2,40.0,30.0,0.3,
1,camp8,np,b,4,2,120,9,10,5.0,30.0,8.0,0.5,0.5,0.2,0.5,0.5,0.3,
1,camp8,np,b,4,3,240,16,5,6.0,30.0,20.0,10.0,0.0,0.3,0.5,0.0,0.5,
1,camp8,np,b,4,3,240,16,10,2.0,20.0,10.0,3.0,0.0,0.5,0.5,1.0,0.2,
1,camp8,np,b,7,1,0,22,5,8.0,100.0,15.0,40.0,3.0,2.0,3.0,1.0,0.3,
1,camp8,np,b,7,1,0,22,10,5.0,100.0,12.0,1.0,0.0,0.1,3.0,0.5,0.1,
1,camp8,np,b,7,2,120,5,5,8.0,70.0,11.0,0.5,0.5,0.1,1.0,0.5,0.1,
1,camp8,np,b,7,2,120,5,10,9.0,60.0,10.0,10.0,1.0,0.2,20.0,10.0,0.3,
1,camp8,np,b,7,3,240,6,5,5.0,30.0,10.0,0.0,0.0,,0.5,0.5,0.2,
1,camp8,np,b,7,3,240,6,10,3.0,20.0,5.0,0.0,0.0,,0.5,0.0,0.2,
1,camp8,np,b,8,1,0,9,5,3.0,100.0,7.0,40.0,0.5,0.9,0.5,0.0,0.1,
1,camp8,np,b,8,1,0,9,10,12.0,100.0,20.0,1.0,0.0,0.1,3.0,10.0,0.6,
1,camp8,np,b,8,2,120,6,5,2.0,100.0,3.0,20.0,0.5,1.0,10.0,0.5,0.1,
1,camp8,np,b,8,2,120,6,10,8.0,80.0,9.0,40.0,3.0,1.8,3.0,0.5,0.3,
1,camp8,np,b,8,3,240,9,5,1.0,90.0,2.0,50.0,10.0,0.5,0.0,0.0,,
1,camp8,np,b,8,3,240,9,10,8.0,60.0,10.0,3.0,0.5,0.2,0.5,0.5,0.3,
1,camp8,np,nb,10,1,0,10,5,9.0,70.0,18.0,0.0,0.0,,0.5,0.5,0.3,
1,camp8,np,nb,10,1,0,10,10,7.0,50.0,11.0,0.0,0.0,,0.5,10.0,0.1,
1,camp8,np,nb,10,2,120,15,5,23.0,40.0,30.0,30.0,10.0,1.0,10.0,0.0,0.2,
1,camp8,np,nb,10,2,120,15,10,18.0,50.0,20.0,3.0,10.0,1.5,0.0,0.0,,
1,camp8,np,nb,10,3,240,13,5,30.0,75.0,50.0,0.0,0.0,,10.0,0.0,0.2,
1,camp8,np,nb,10,3,240,13,10,6.0,50.0,14.0,0.0,0.0,,1.0,0.0,0.1,
1,camp8,np,nb,11,1,0,13,5,3.0,33.0,20.0,0.0,0.0,,30.0,30.0,0.2,
1,camp8,np,nb,11,1,0,13,10,6.0,50.0,15.0,0.0,0.0,,40.0,20.0,0.4,
1,camp8,np,nb,11,2,120,2,5,5.0,100.0,20.0,0.5,0.0,0.1,1.0,0.5,0.3,
1,camp8,np,nb,11,2,120,2,10,3.0,100.0,35.0,3.0,0.5,0.7,30.0,1.0,0.2,
1,camp8,np,nb,11,3,240,25,5,8.0,70.0,20.0,30.0,30.0,1.3,0.0,0.0,,
1,camp8,np,nb,11,3,240,25,10,8.0,90.0,10.0,0.5,0.5,0.1,0.0,0.0,,
1,camp8,np,nb,2,1,358,35,5,6.0,40.0,9.0,20.0,3.0,0.6,3.0,0.5,0.3,
1,camp8,np,nb,2,1,358,35,10,9.0,70.0,14.0,10.0,0.5,1.2,0.5,0.5,0.4,
1,camp8,np,nb,2,2,120,42,5,9.0,70.0,11.0,30.0,0.5,1.2,3.0,1.0,0.3,
1,camp8,np,nb,2,2,120,42,10,8.0,60.0,10.0,40.0,3.0,0.8,0.5,0.5,0.1,
1,camp8,np,nb,2,3,240,13,5,7.0,25.0,25.0,1.0,3.0,0.5,3.0,1.0,0.1,
1,camp8,np,nb,2,3,240,13,10,5.0,20.0,35.0,10.0,10.0,0.5,10.0,3.0,0.3,
1,camp8,np,nb,3,1,0,5,5,1.0,100.0,9.0,0.0,0.0,,0.5,0.0,0.2,
1,camp8,np,nb,3,1,0,5,10,5.0,30.0,11.0,10.0,0.5,0.6,0.5,0.0,0.3,
1,camp8,np,nb,3,2,120,11,5,7.0,50.0,9.0,1.0,0.0,0.7,0.5,0.5,0.1,
1,camp8,np,nb,3,2,120,11,10,8.0,60.0,8.0,0.5,0.0,0.4,0.5,0.0,0.1,
1,camp8,np,nb,3,3,240,10,5,6.0,75.0,15.0,1.0,0.0,0.3,10.0,0.0,0.1,
1,camp8,np,nb,3,3,240,10,10,15.0,50.0,30.0,30.0,10.0,1.0,1.0,0.0,0.1,
1,camp8,np,nb,8,1,0,28,5,3.0,100.0,8.0,0.5,0.0,0.2,3.0,0.5,0.2,
1,camp8,np,nb,8,1,0,28,10,5.0,100.0,25.0,10.0,1.0,0.8,0.0,0.5,0.2,
1,camp8,np,nb,8,2,120,13,5,7.0,90.0,9.0,1.0,0.5,0.7,0.0,0.0,,
1,camp8,np,nb,8,2,120,13,10,6.0,100.0,8.0,0.5,0.5,0.1,0.5,0.5,0.2,
1,camp8,np,nb,8,3,240,8,5,3.0,100.0,11.0,0.5,0.0,0.1,0.5,0.5,0.1,
1,camp8,np,nb,8,3,240,8,10,1.0,100.0,6.0,0.5,0.5,0.2,0.5,0.5,0.1,
1,crib,ls,b,1,1,3,7,5,1.0,100.0,,0.5,0.0,0.9,10.0,0.0,0.1,
1,crib,ls,b,1,1,3,7,10,4.0,50.0,,3.0,0.0,0.8,0.0,0.0,,
1,crib,ls,b,1,2,120,23,5,7.0,40.0,,0.5,0.5,1.1,0.5,0.5,0.4,
1,crib,ls,b,1,2,120,23,10,8.0,70.0,,0.5,3.0,1.5,0.0,0.0,,
1,crib,ls,b,1,3,240,36,5,14.0,60.0,,5.0,0.0,1.3,0.5,0.0,0.1,
1,crib,ls,b,1,3,240,36,10,5.0,80.0,,20.0,0.5,1.4,3.0,0.5,0.3,
1,crib,ls,b,11,1,0,5,5,13.0,50.0,,20.0,3.0,1.1,3.0,5.0,0.3,
1,crib,ls,b,11,1,0,5,10,14.0,30.0,,10.0,0.5,0.9,5.0,0.0,0.1,
1,crib,ls,b,11,2,105,22,5,4.0,50.0,,10.0,0.5,1.0,10.0,3.0,0.4,dead herb sword fern
1,crib,ls,b,11,2,105,22,10,7.0,40.0,,3.0,0.0,1.1,0.5,5.0,0.5,dead herb sword fern
1,crib,ls,b,11,3,240,49,5,9.0,60.0,,0.5,0.0,1.1,10.0,5.0,0.2,
1,crib,ls,b,11,3,240,49,10,12.0,70.0,,3.0,0.5,1.6,0.5,0.0,0.1,
1,crib,ls,b,14,1,343,13,5,1.0,100.0,,0.0,0.0,,10.0,5.0,0.5,"edge of skid at 5 m, in skid at 10 m"
1,crib,ls,b,14,1,343,13,10,1.0,100.0,,0.0,0.0,,40.0,0.0,0.4,"edge of skid at 5 m, in skid at 10 m"
1,crib,ls,b,14,2,120,13,5,2.0,100.0,,30.0,0.5,0.4,5.0,0.0,0.2,in skid at 5 m
1,crib,ls,b,14,2,120,13,10,5.0,60.0,,0.5,0.5,1.0,3.0,0.5,0.3,in skid at 5 m
1,crib,ls,b,14,3,240,39,5,6.0,70.0,,0.5,0.0,0.3,3.0,0.5,0.3,
1,crib,ls,b,14,3,240,39,10,1.0,100.0,,20.0,0.0,1.2,0.5,0.5,0.5,
1,crib,ls,b,21,1,0,6,5,3.0,90.0,,0.5,0.0,0.2,50.0,0.0,0.1,"in skid at 5m, in trees at 10m"
1,crib,ls,b,21,1,0,6,10,7.0,70.0,,40.0,20.0,1.4,10.0,0.0,0.2,"in skid at 5m, in trees at 10m"
1,crib,ls,b,21,2,120,7,5,4.0,50.0,,20.0,3.0,0.8,0.5,0.0,0.1,
1,crib,ls,b,21,2,120,7,10,11.0,60.0,,5.0,0.5,0.7,0.0,0.0,,
1,crib,ls,b,21,3,240,33,5,2.0,90.0,,3.0,0.0,0.7,50.0,0.0,0.1,whole transect in skid
1,crib,ls,b,21,3,240,33,10,1.0,100.0,,3.0,0.0,0.9,40.0,0.0,0.2,whole transect in skid
1,crib,ls,b,23,1,0,4,5,0.0,,,3.0,0.0,0.9,5.0,0.5,0.1,in skid
1,crib,ls,b,23,1,0,4,10,3.0,70.0,,5.0,3.0,1.0,0.5,0.5,0.2,in skid
1,crib,ls,b,23,2,120,41,5,11.0,80.0,,0.0,0.0,,0.0,0.0,,all trees in plot are on/near this transect
1,crib,ls,b,23,2,120,41,10,15.0,40.0,,5.0,0.5,0.8,3.0,0.0,0.1,all trees in plot are on/near this transect
1,crib,ls,b,23,3,240,29,5,4.0,50.0,,0.0,0.0,,40.0,3.0,0.5,
1,crib,ls,b,23,3,240,29,10,1.0,100.0,,5.0,0.0,0.4,0.5,0.0,0.1,
1,crib,ls,b,8,1,0,3,5,7.0,20.0,,0.5,0.0,0.3,0.0,0.0,,
1,crib,ls,b,8,1,0,3,10,4.0,80.0,,0.5,0.0,1.3,0.5,0.0,0.1,
1,crib,ls,b,8,2,120,43,5,4.0,100.0,,10.0,0.0,1.4,0.5,0.5,0.2,
1,crib,ls,b,8,2,120,43,10,2.0,100.0,,5.0,0.0,0.6,3.0,0.0,0.2,
1,crib,ls,b,8,3,240,32,5,3.0,70.0,,0.0,0.5,1.9,0.5,0.0,0.1,
1,crib,ls,b,8,3,240,32,10,4.0,80.0,,5.0,0.5,1.1,0.5,0.0,0.2,
1,crib,ls,nb,11,1,0,2,10,1.0,100.0,,40.0,0.0,1.4,5.0,0.0,0.1,
1,crib,ls,nb,11,1,0,2,5,5.5,20.0,,40.0,0.5,1.3,20.0,3.0,0.5,
1,crib,ls,nb,11,2,120,24,10,11.0,55.0,,3.0,0.0,1.2,20.0,10.0,0.7,sword fern
1,crib,ls,nb,11,2,120,24,5,1.0,100.0,,5.0,0.0,0.5,50.0,3.0,0.2,sword fern
1,crib,ls,nb,11,3,234,43,10,2.5,90.0,,20.0,0.5,1.4,10.0,10.0,0.4,
1,crib,ls,nb,11,3,234,43,5,10.0,40.0,,0.5,0.0,0.1,10.0,10.0,0.6,
1,crib,ls,nb,2,1,0,42,5,1.0,100.0,,3.0,0.0,0.8,3.0,0.5,0.4,in skid
1,crib,ls,nb,2,1,0,42,10,1.0,100.0,,5.0,0.0,0.9,10.0,0.5,0.3,in skid
1,crib,ls,nb,2,2,120,30,5,4.0,90.0,,40.0,3.0,1.4,0.5,0.0,0.2,
1,crib,ls,nb,2,2,120,30,10,8.0,60.0,,50.0,10.0,1.0,0.0,0.0,,
1,crib,ls,nb,2,3,240,1,5,4.0,50.0,,30.0,0.5,1.2,3.0,0.0,0.3,
1,crib,ls,nb,2,3,240,1,10,3.0,90.0,,20.0,0.0,0.8,0.5,0.0,0.1,
1,crib,ls,nb,4,1,0,30,5,5.0,100.0,,0.5,0.0,0.2,0.0,0.0,,
1,crib,ls,nb,4,1,0,30,10,8.0,30.0,,10.0,3.0,0.5,0.0,0.0,,
1,crib,ls,nb,4,2,120,29,5,5.0,50.0,,0.5,0.5,1.2,0.5,0.0,0.2,
1,crib,ls,nb,4,2,120,29,10,6.0,80.0,,5.0,0.5,0.7,0.5,0.0,0.3,
1,crib,ls,nb,4,3,240,5,5,3.0,90.0,,3.0,0.5,1.3,0.0,0.0,,
1,crib,ls,nb,4,3,240,5,10,2.0,100.0,,5.0,0.0,1.4,0.0,0.0,,
1,crib,ls,nb,8,1,0,8,10,10.0,50.0,,3.0,0.0,0.9,10.0,0.5,0.1,"open, wide tree spacing"
1,crib,ls,nb,8,1,0,8,5,6.5,40.0,,30.0,0.0,0.4,0.0,0.0,,"open, wide tree spacing"
1,crib,ls,nb,8,2,120,26,10,4.0,80.0,,0.0,0.0,,20.0,3.0,0.1,"ferns at 10m, open wide tree spacing"
1,crib,ls,nb,8,2,120,26,5,6.0,70.0,,1.0,0.0,0.2,10.0,5.0,0.7,"ferns at 10m, open wide tree spacing"
1,crib,ls,nb,8,3,240,9,10,55.0,75.0,,5.0,0.0,0.4,20.0,0.0,0.2,open wide tree spacing
1,crib,ls,nb,8,3,240,9,5,4.0,25.0,,3.0,0.0,0.5,10.0,0.0,0.1,open wide tree spacing
1,crib,ls,nb,9,1,0,9,5,7.0,30.0,,40.0,20.0,1.3,0.0,0.0,,
1,crib,ls,nb,9,1,0,9,10,8.0,10.0,,30.0,3.0,0.9,0.5,0.0,0.1,
1,crib,ls,nb,9,2,120,14,5,3.0,50.0,,60.0,30.0,22.0,6.0,0.0,0.1,
1,crib,ls,nb,9,2,120,14,10,2.0,60.0,,30.0,0.5,0.7,3.0,0.5,0.3,
1,crib,ls,nb,9,3,240,27,5,8.0,40.0,,30.0,0.5,1.4,0.5,0.0,0.3,litter piled by stump at 10m
1,crib,ls,nb,9,3,240,27,10,12.0,70.0,,20.0,0.0,0.9,3.0,0.5,0.4,litter piled by stump at 10m
1,crib,m,b,10,1,0,39,10,6.0,70.0,,3.0,3.0,1.4,10.0,5.0,0.2,
1,crib,m,b,10,1,0,39,5,2.0,90.0,,20.0,0.5,1.3,0.5,0.0,0.1,
1,crib,m,b,10,2,120,31,10,2.0,60.0,,5.0,0.0,1.0,3.0,0.0,0.2,in skid
1,crib,m,b,10,2,120,31,5,3.0,70.0,,20.0,10.0,1.5,0.5,3.0,0.4,in skid
