stageid,site,treatment,burn,plotnum,treeid,clumpid,location,defecttype,notes
1,bob,ls,b,12,9767,,bot,cavity,no leader
1,bob,ls,b,12,9767,,mid,cavity,no leader
1,bob,ls,b,12,9767,,mid,break,no leader
1,bob,ls,b,12,9768,1,bot,cavity,
1,bob,ls,b,12,9769,2,bot,scar,
1,bob,ls,b,12,9771,3,bot,scar,
1,bob,ls,b,12,9772,,bot,conk,
1,bob,ls,b,12,9772,,mid,conk,
1,bob,ls,b,12,9772,,top,conk,
1,bob,ls,b,12,9773,,bot,operational,
1,bob,ls,b,12,9774,4,bot,break,new leader
1,bob,ls,b,12,9775,4,mid,break,new leader
1,bob,ls,b,12,9775,4,bot,scar,new leader
1,bob,ls,b,12,9776,5,bot,scar,
1,bob,ls,b,12,9777,6,bot,scar,
1,bob,ls,b,12,9778,6,top,scar,
1,bob,ls,b,12,9778,6,bot,scar,
1,bob,ls,b,12,9780,7,bot,scar,
1,bob,ls,b,12,9781,8,bot,scar,
1,bob,ls,b,3,780,2,bot,mistletoe,
1,bob,ls,b,3,785,4,bot,scar,
1,bob,ls,b,3,787,,bot,cav,
1,bob,ls,b,3,794,8,bot,scar,
1,bob,ls,b,6,9302,,bot,scar,
1,bob,ls,b,6,9303,1,bot,scar,
1,bob,ls,b,6,9306,,bot,scar,
1,bob,ls,b,6,9308,2,bot,cavity,
1,bob,ls,b,6,9310,3,bot,cavity,
1,bob,ls,b,6,9311,,bot,canker,
1,bob,ls,b,6,9318,5,bot,scar,
1,bob,ls,b,6,9319,,bot,scar,
1,bob,ls,b,9,9795,5,top,break,new leader
1,bob,ls,b,9,9796,5,bot,cavity,bottom third split in half
1,bob,ls,nb,1,702,1,bot,scar,
1,bob,ls,nb,1,705,2,bot,cav,
1,bob,ls,nb,1,706,3,bot,scar,
1,bob,ls,nb,1,709,5,bot,scar,
1,bob,ls,nb,1,715,7,top,break,new leader
1,bob,ls,nb,1,716,,mid,scar,
1,bob,ls,nb,1,716,,bot,scar,
1,bob,ls,nb,12,825,2,bot,scar,
1,bob,ls,nb,12,826,,bot,large dead sprout,lean downslope 50
1,bob,ls,nb,12,830,3,mid,healed scar,merge bilt
1,bob,ls,nb,12,830,3,bot,healed scar,merge bilt
1,bob,ls,nb,12,839,6,mid,scar,
1,bob,ls,nb,3,571,1,bottom,scar,
1,bob,ls,nb,3,572,1,bot,scar,exposed wood 40%
1,bob,ls,nb,3,573,2,bottom,scar,
1,bob,ls,nb,3,576,3,bot,scar,
1,bob,ls,nb,3,580,,top,dead top,mostly dead
1,bob,ls,nb,3,580,,mid,dead top,mostly dead
1,bob,ls,nb,6,9751,2,bot,scar,healed
1,bob,ls,nb,6,9754,3,bot,large dead sprout,
1,bob,ls,nb,6,9757,5,mid,scar,
1,bob,ls,nb,6,9757,5,bot,scar,
1,bob,ls,nb,6,9766,6,bot,break,"snapped, no leader"
1,bob,ls,nb,6,9766,6,bot,scar,"snapped, no leader"
1,hare,np,b,10,764,,bot,on dead stump,
1,hare,np,b,10,807,1,bot,on dead stump,
1,hare,np,b,10,806,,bot,on dead stump,
1,bob,ls,nb,9,849,2,top,scar,
1,bob,ls,nb,9,849,2,mid,scar,
1,bob,ls,nb,9,849,2,bot,scar,
1,bob,ls,nb,9,851,4,mid,break,"bark rotting, falling off"
1,bob,ls,nb,9,851,4,bot,necrosis,"bark rotting, falling off"
1,bob,ls,nb,9,852,,top,break,"bark rotting, falling off"
1,bob,ls,nb,9,852,,bot,necrosis,"bark rotting, falling off"
1,bob,ls,nb,9,854,5,bot,down,"knocked over, on ground"
1,bob,m,b,1,941,1,bot,break,no leader
1,bob,m,b,1,947,3,bot,scar,
1,bob,m,b,1,950,,bot,scar,
1,bob,m,b,11,879,2,bot,scar,
1,bob,m,b,11,881,,bot,scar,
1,bob,m,b,11,884,5,bot,cavity,
1,bob,m,b,11,885,5,top,cavity,"broken top, no leader"
1,bob,m,b,11,885,5,bot,cavity,"broken top, no leader"
1,bob,m,b,11,895,9,top,scar,
1,bob,m,b,11,895,9,mid,scar,
1,bob,m,b,11,895,9,bot,cavity,
1,bob,m,b,11,897,10,bot,cav,
1,bob,m,b,11,899,,bot,operational,
1,bob,m,b,4,9329,5,mid,break,new leader
1,bob,m,b,4,9338,,bot,large dead sprout,
1,bob,m,b,6,856,2,top,sparse foliage,
1,bob,m,b,6,856,2,mid,sparse foliage,
1,bob,m,b,6,856,2,bot,cavity,
1,bob,m,b,6,857,2,top,sparse foliage,
1,bob,m,b,6,857,2,mid,sparse foliage,
1,bob,m,b,6,858,,bot,conk,
1,bob,m,b,6,859,,bot,cavity,
1,bob,m,b,6,866,5,top,suppressed leader,
1,bob,m,b,6,867,6,bot,scar,
1,bob,m,b,6,871,7,bot,cavity,
1,bob,m,b,7,916,3,bot,cavity,
1,bob,m,b,7,917,3,mid,break,no new leader
1,bob,m,b,7,917,3,bot,scar,no new leader
1,bob,m,b,7,918,,bot,cavity,
1,bob,m,b,7,921,5,bot,cavity,
1,bob,m,b,7,924,6,top,break,leader hanging
1,bob,m,b,7,930,9,mid,deadtop,lean 20
1,bob,m,b,7,931,10,bot,break,no leader
1,bob,m,b,7,932,10,bot,scar,
1,bob,m,b,7,938,,bot,scar,
1,bob,m,b,7,940,,bot,large dead sprout,
1,bob,m,nb,1,3335,,bot,cavity,
1,bob,m,nb,1,9337,,bot,cavity,
1,bob,m,nb,1,9344,5,bot,scar,
1,bob,m,nb,1,9345,6,bot,scar,
1,bob,ls,nb,12,826,,bot,scar,lean downslope 50
1,bob,m,b,6,870,7,bot,cavity,
1,bob,m,b,6,872,,bot,cavity,
1,bob,m,nb,10,3323,1,bot,cavity,lean
1,bob,m,nb,10,3324,,bot,skid,
1,bob,m,nb,10,3325,2,top,deadtop,
1,bob,m,nb,10,3325,2,mid,deadtop,
1,bob,m,nb,10,3325,2,bot,scar,
1,bob,m,nb,10,3326,2,bot,cavity,
1,bob,m,nb,10,3331,4,top,break,lean
1,bob,m,nb,10,3331,4,mid,break,lean
1,bob,m,nb,11,3372,,bot,conk,
1,bob,m,nb,11,3374,2,bot,operational,
1,bob,m,nb,11,3382,6,bot,scar,"tag @ 1.9m, on high stump"
1,bob,m,nb,3,3349,2,bot,scar,
1,bob,m,nb,3,3366,,bot,bear damage,clup out: 18.3
1,bob,m,nb,3,3366,,mid,bear damage,clup out: 18.3
1,bob,m,nb,3,3366,,top,bear damage,clup out: 18.3
1,bob,m,nb,3,3366,,top,deadtop,clup out: 18.3
1,bob,m,nb,3,3366,,mid,deadtop,clup out: 18.3
1,bob,m,nb,7,9426,,bot,scar,
1,bob,m,nb,8,9801,1,bot,cavity,dia @ 1.9
1,bob,m,nb,8,9801,1,bot,large dead sprout,dia @ 1.9
1,bob,m,nb,8,9802,1,bot,cavity,dia @ 1.9
1,bob,m,nb,8,9802,1,bot,scar,dia @ 1.9
1,bob,m,nb,9,3391,,bot,scar,
1,bob,m,nb,9,3391,,bot,conk,
1,bob,np,b,1,973,,bot,large dead sprout,
1,bob,np,b,1,976,,bot,scar,
1,bob,np,b,1,977,4,bot,scar,
1,bob,np,b,1,978,5,bot,scar,
1,bob,np,b,1,980,7,bot,large dead sprout,
1,bob,np,b,1,981,7,top,deadtop,just sprouts on bole
1,bob,np,b,1,982,7,top,deadtop,just sprouts on bole
1,bob,np,b,1,984,8,bot,large dead sprout,
1,bob,np,b,1,985,,mid,scar,
1,bob,np,b,1,985,,bot,scar,
1,bob,np,b,12,9343,1,bot,large dead sprout,
1,bob,np,b,12,9348,4,bot,scar,
1,bob,np,b,3,961,1,bot,scar,
1,bob,np,b,3,962,3,bot,break,new leader
1,bob,np,b,3,964,,bot,large dead sprout,
1,bob,np,b,3,965,4,bot,scar,new leader
1,bob,np,b,3,966,,mid,break,new leader
1,bob,np,b,3,965,4,top,break,new leader
1,bob,np,b,6,988,,bot,large dead sprout,
1,bob,np,b,6,998,,bot,canker,dead crown @ 0
1,bob,np,b,6,9404,,bot,large dead sprout,
1,bob,np,b,9,9412,1,bot,scar,dead snag in clump
1,bob,np,b,9,9413,1,top,broken fork,
1,bob,np,b,9,9415,,bot,scar,
1,bob,np,b,9,9416,,bot,break,
1,bob,np,b,9,9419,2,bot,turkey tail,large clump ring
1,bob,np,b,9,9420,2,bot,turkey tail,large clump ring
1,bob,np,b,9,9420,2,bot,large dead sprout,large clump ring
1,bob,np,b,9,9420,2,top,deadtop,large clump ring
1,bob,np,b,9,9421,2,top,deadtop,large clump ring
1,bob,np,b,9,9422,3,bot,scar,lean 65
1,bob,np,b,9,9423,4,bot,break,no leader
1,bob,np,nb,1,3428,6,top,deadtop,
1,bob,np,nb,1,3428,6,mid,deadtop,
1,bob,np,nb,1,3429,6,bot,scar,
1,bob,np,nb,1,3430,7,bot,scar,"merge with 31, diameter estimate"
1,bob,np,nb,1,3432,7,bot,tear,
1,bob,np,nb,1,3433,,top,break,
1,bob,np,nb,1,3433,,mid,break,
1,bob,np,nb,1,3433,,bot,cavity,
1,bob,np,nb,1,3437,9,top,break,
1,bob,np,nb,1,3437,9,mid,deadtop,
1,bob,np,nb,1,3437,9,bot,scar,
1,bob,np,nb,1,3438,9,top,stunted,
1,bob,np,nb,11,3487,,bot,operational,
1,bob,np,nb,11,3489,2,bot,cav,
1,bob,np,nb,11,3493,4,bot,scar,
1,bob,np,nb,11,3493,4,top,break,
1,bob,np,nb,11,3494,,bot,scar,
1,bob,np,nb,11,3502,6,bot,scar,missing cbh
1,bob,np,nb,11,3503,,top,suppressed,
1,bob,np,nb,11,3503,,bot,scar,
1,bob,np,nb,11,3487,,bot,scar,
1,bob,np,nb,12,3316,6,bot,operational,
1,bob,np,nb,12,3317,8,bot,cavity,
1,bob,np,nb,2,3468,,bot,cavity,
1,bob,np,nb,2,3470,2,bot,scar,
1,bob,np,nb,7,3449,3,bot,scar,
1,bob,np,nb,7,3451,,bot,scar,
1,bob,np,nb,7,3459,7,bot,scar,
1,bob,np,nb,7,3460,,bot,cavity,
1,bob,np,nb,7,3462,9,bot,scar,
1,bob,np,nb,7,3464,11,bot,healed scar,
1,bob,np,nb,7,3465,11,bot,healed scar,
1,camp8,ls,b,12,4300,,bot,scar,
1,camp8,ls,b,12,4303,,bot,scar,
1,camp8,ls,b,12,4305,,bot,scar,
1,camp8,ls,b,12,4310,,bot,scar,
1,camp8,ls,b,12,4311,,bot,scar,
1,camp8,ls,b,12,4312,,bot,operational,
1,camp8,ls,b,12,4315,,bot,operational,
1,camp8,ls,b,12,4317,,bot,operational,
1,camp8,ls,b,12,4319,2,bot,operational,
1,camp8,ls,b,12,4315,,top,break,
1,camp8,ls,b,12,4327,,top,break,
1,camp8,ls,b,13,4400,,mid,fork,
1,camp8,ls,b,3,4359,,bot,scar,
1,camp8,ls,b,3,4361,,bot,scar,
1,camp8,ls,b,3,4361,,mid,scar,
1,camp8,ls,b,3,4367,,bot,scar,
1,camp8,ls,b,3,4369,1,top,fork,
1,camp8,ls,b,3,4375,,bot,scar,
1,camp8,ls,b,5,4436,,mid,scar,
1,camp8,ls,b,5,4436,,bot,scar,
1,camp8,ls,b,8,4417,,mid,break,
1,camp8,ls,b,8,4417,,bot,scar,
1,camp8,ls,b,8,4426,,bot,cavity,
1,camp8,m,nb,1,9198,,bot,honeysuckle,dead crown @ 0
1,camp8,m,nb,1,9198,,bot,pistol butt,dead crown @ 0
1,camp8,m,nb,1,9199,,bot,scar,
1,camp8,m,nb,1,9009,2,bot,scar,
1,camp8,m,nb,1,9010,2,bot,scar,
1,camp8,m,nb,1,9024,,bot,scar,
1,camp8,m,nb,1,9022,,bot,pistol butt,
1,camp8,m,nb,10,9157,,mid,scar,
1,camp8,m,nb,10,9157,,bot,scar,
1,camp8,m,nb,10,9159,,bot,scar,
1,camp8,m,nb,10,9160,2,top,break,new leader
1,camp8,m,nb,10,9162,3,top,break,
1,camp8,m,nb,3,9026,1,bot,scar,
1,camp8,m,nb,3,9030,,bot,pistol butt,
1,camp8,m,nb,3,9034,,mid,break,
1,camp8,m,nb,3,9036,,bot,large dead sprout,borderline in
1,camp8,m,nb,3,9036,,bot,scar,borderline in
1,camp8,m,nb,3,9040,,bot,canker,
1,camp8,m,nb,3,9042,5,bot,scar,
1,camp8,m,nb,4,9172,,bot,scar,
1,camp8,m,nb,4,9172,,bot,conk,
1,camp8,m,nb,4,9175,,top,break,
1,camp8,m,nb,4,9175,,top,scar,
1,camp8,m,nb,4,9175,,mid,scar,
1,camp8,m,nb,4,9175,,bot,scar,
1,camp8,m,nb,4,9176,,bot,scar,lean 30
1,camp8,m,nb,4,9179,,top,scar,
1,camp8,m,nb,4,9179,,mid,scar,
1,camp8,m,nb,4,9179,,bot,scar,
1,camp8,m,nb,6,9149,9,top,break,new leader
1,camp8,m,nb,6,9150,10,bot,scar,
1,camp8,m,nb,6,9146,8,bot,large dead sprout,
1,camp8,m,nb,6,9150,10,bot,large dead sprout,
1,camp8,m,b,11,9060,1,top,break,"clump out 2, 2, 1, 2, 30, lean 50"
1,camp8,m,b,11,9061,1,top,break,"broken fork, broken branches"
1,camp8,m,b,11,9072,,bot,scar,
1,camp8,m,b,13,4018,,mid,break,suppressed
1,camp8,m,b,17,9049,2,bot,scar,
1,camp8,m,b,17,9051,,bot,pistol butt,dead crown @ 0
1,camp8,m,b,17,9053,,bot,scar,lean 50
1,camp8,m,b,17,9055,,top,break,new leader
1,camp8,m,b,17,9056,,bot,scar,
1,camp8,m,b,17,9057,,bot,scar,
1,camp8,m,b,5,4005,1,bot,cavity,
1,camp8,m,b,5,4006,2,bot,scar,
1,camp8,m,b,5,4006,2,mid,scar,
1,camp8,m,b,5,4007,,bot,cavity,
1,camp8,m,b,6,9081,,top,break,no leader
1,camp8,m,b,6,9082,5,top,bear damage,near skid road
1,camp8,m,b,6,9082,5,mid,bear damage,near skid road
1,camp8,m,b,6,9082,5,bot,bear damage,near skid road
1,camp8,m,b,6,9092,11,top,break,
1,camp8,m,b,6,4001,,bot,bear damage,
1,camp8,ls,nb,12,9360,,top,scar,
1,camp8,ls,nb,12,9360,,mid,scar,
1,camp8,ls,nb,12,9363,1,bot,break,"lean 0, still attached"
1,camp8,ls,nb,12,9364,,bot,large dead sprout,
1,camp8,ls,nb,2,9109,,bot,scar,
1,camp8,ls,nb,2,9110,,bot,scar,
1,camp8,ls,nb,2,9111,,bot,large dead sprout,
1,camp8,ls,nb,2,9115,,bot,cavity,"lean 45, bilt"
1,camp8,ls,nb,2,9115,,bot,large dead sprout,"lean 45, bilt"
1,camp8,ls,nb,4,9889,6,mid,cavity,"clump out 18, 30"
1,camp8,ls,nb,4,9889,6,bot,operational,"clump out 18, 30"
1,camp8,ls,nb,4,9894,8,top,deadtop,
1,camp8,ls,nb,4,9894,8,mid,turkey tail,
1,camp8,ls,nb,4,9894,8,mid,dead top,
1,camp8,ls,nb,4,9895,8,top,deadtop,mostly dead
1,camp8,ls,nb,6,9370,2,bot,operational,
1,camp8,ls,nb,6,9374,,bot,operational,
1,camp8,ls,nb,7,9379,1,mid,operational,
1,camp8,ls,nb,7,9876,,top,operational,
1,camp8,ls,nb,7,9876,,mid,operational,
1,camp8,ls,nb,7,9876,,bot,operational,
1,camp8,ls,nb,7,9877,,bot,operational,
1,camp8,np,b,10,4487,,bot,cavity,
1,camp8,np,b,10,4473,,mid,scar,
1,camp8,np,b,10,4473,,bot,scar,
1,camp8,np,b,10,4474,,mid,scar,
1,camp8,np,b,10,4474,,bot,scar,
1,camp8,np,b,10,4476,,mid,scar,
1,camp8,np,b,10,4476,,bot,scar,
1,camp8,np,b,10,4479,,bot,operational,
1,camp8,np,b,10,4481,2,bot,operational,
1,camp8,np,b,2,4440,1,bot,scar,
1,camp8,np,b,2,4451,4,mid,break,
1,camp8,np,b,2,4458,6,top,break,
1,camp8,np,b,2,4458,6,mid,cavity,
1,camp8,np,b,2,4458,6,bot,cavity,
1,camp8,np,b,4,4464,,bot,scar,lean 60
1,camp8,np,b,7,4488,,bot,scar,
1,camp8,np,b,7,4495,,top,break,
1,camp8,np,b,8,9606,,bot,fork,
1,camp8,np,nb,10,9682,,top,operational,
1,camp8,np,nb,10,9689,,top,operational,
1,camp8,np,nb,10,9690,,top,fork,
1,camp8,np,nb,10,9699,,top,operational,
1,camp8,np,nb,11,9713,,bot,scar,
1,camp8,np,nb,11,9714,,bot,scar,
1,camp8,np,nb,11,9717,,bot,scar,
1,camp8,np,nb,11,9720,,bot,operational,
1,camp8,np,nb,11,9723,,bot,scar,
1,camp8,np,nb,2,9640,,bot,fork,
1,camp8,np,nb,2,9641,,bot,operational,
1,camp8,np,nb,2,9643,,bot,break,
1,camp8,np,nb,2,9643,,bot,scar,
1,camp8,np,nb,3,9675,,top,scar,
1,camp8,np,nb,3,9679,,bot,operational,"girdled, dying"
1,camp8,np,nb,3,9661,,bot,operational,
1,camp8,np,nb,3,9662,,bot,cavity,
1,camp8,np,nb,3,9669,,bot,operational,
1,camp8,np,nb,8,9701,,bot,scar,
1,camp8,np,nb,8,9702,,bot,scar,
1,camp8,np,nb,8,9703,,bot,scar,
1,camp8,np,nb,8,9704,,bot,scar,
1,camp8,np,nb,8,9710,,mid,broken,
1,crib,ls,b,1,3082,,bot,scar,
1,crib,ls,b,1,3095,7,bot,scar,
1,crib,ls,b,1,3098,,bot,scar,
1,crib,ls,b,1,3099,8,bot,scar,
1,crib,ls,b,11,3153,,bot,scar,
1,crib,ls,b,11,3155,,bot,scar,
1,crib,ls,b,11,3157,1,bot,scar,
1,crib,ls,b,11,3164,3,bot,scar,
1,crib,ls,b,14,3176,1,bot,scar,
1,crib,ls,b,14,3176,1,bot,operational,
1,crib,ls,b,14,3177,1,bot,operational,
1,crib,ls,b,14,3181,,top,break,
1,crib,ls,b,14,3181,,bot,operational,
1,crib,ls,b,14,3182,3,top,break,
1,crib,ls,b,14,3182,3,bot,operational,
1,crib,ls,b,21,3183,,top,deadtop,"held up, wood rot, live strip"
1,crib,ls,b,21,3183,,mid,deadtop,"held up, wood rot, live strip"
1,crib,ls,b,21,3183,,bot,break,"held up, wood rot, live strip"
1,crib,ls,b,21,3184,,bot,operational,
1,crib,ls,b,21,3185,,bot,operational,
1,crib,ls,b,21,3186,,bot,operational,
1,crib,ls,b,21,3187,,bot,operational,
1,crib,ls,b,21,3193,5,top,break,merge biltmore
1,crib,ls,b,21,3194,5,bot,break,merge biltmore
1,crib,ls,b,21,3196,,top,break,
1,crib,ls,b,21,3199,,bot,operational,
1,crib,ls,b,23,9503,2,bot,operational,
1,crib,ls,b,23,9509,,mid,scar,
1,crib,ls,b,23,9509,,bot,scar,
1,crib,ls,b,23,9512,5,bot,scar,
1,crib,ls,b,23,9516,,bot,operational,
1,crib,ls,b,8,3114,,mid,operational,
1,crib,ls,b,8,3114,,bot,operational,
1,crib,ls,b,8,3119,9,bot,cavity,dead crown at 1
1,crib,ls,b,8,3122,,bot,scar,
1,crib,ls,b,8,3123,12,mid,scar,
1,crib,ls,b,8,3123,12,bot,scar,
1,crib,ls,b,8,3124,12,bot,scar,
1,crib,ls,b,8,3125,,top,break,
